"date","branch","observation_type","portfolio_kbob","disbursements_kbob","overdue_kbob","clients","mora_rate","source_sheet","portfolio_growth_mom","clients_growth_mom","avg_balance_bob","disbursement_per_client_bob","clients_per_million_bob","growth_kbob","amortization_kbob","historical_portfolio_growth","historical_mora","cycle_growth_rate"
2013-06-01,"Global","observed",41522.68,4456.8,18.63,2837,0.000448670461540536,"PP.global",0.0318534365683445,0.0460914454277286,14636.1226647867,1570.95523440254,68.3241062474773,,,,,
2013-07-01,"Global","observed",43988.48,5968.8,56.84,2983,0.00129215649188151,"PP.global",0.059384413530148,0.0514628128304546,14746.3895407308,2000.93865236339,67.8132092766106,,,,,
2013-08-01,"Global","observed",45462.35,5437.48,-28.71,3087,-0.000631511569463523,"PP.global",0.0335058178868648,0.0348642306402951,14727.032717849,1761.4123744736,67.9023411680215,,,,,
2013-09-01,"Global","observed",47649.65,6232.95,-46.32,3204,-0.000972095282966402,"PP.global",0.0481123391113745,0.0379008746355685,14871.9257178527,1945.36516853933,67.2407877077796,,,,,
2013-10-01,"Global","observed",51386.04,8200.6,67.03,3334,0.00130443988289426,"PP.global",0.0784137973731183,0.0405742821473158,15412.7294541092,2459.68806238752,64.8814347242948,,,,,
2013-11-01,"Global","observed",54594.6,7837.6,-33.93,3417,-0.000621490037476234,"PP.global",0.0624403047987354,0.0248950209958008,15977.3485513608,2293.70793093357,62.5886076644943,,,,,
2013-12-01,"Global","observed",57157.46,7217.9,19.66,3483,0.000343962100485221,"PP.global",0.0469434705996563,0.0193151887620719,16410.4105656044,2072.32271030721,60.93692756816,,,,,
2014-01-01,"Global","observed",58938.72,6914.1,38.45,3557,0.000652372498079361,"PP.global",0.0311640860178182,0.0212460522538043,16569.7835254428,1943.80095586168,60.3508186129594,,,,,
2014-02-01,"Global","observed",60410.07,6763.4,130.98,3636,0.00216818156310695,"PP.global",0.0249640643705868,0.0222097272982851,16614.4306930693,1860.12101210121,60.1886407348973,,,,,
2014-03-01,"Global","observed",61583.46,6240.9,28.13,3674,0.00045677849214708,"PP.global",0.0194237483916175,0.0104510451045106,16761.9651605879,1698.66630375612,59.6588759384419,,,,,
2014-04-01,"Global","observed",63307.4,7588.3,21.01,3700,0.000331872735256858,"PP.global",0.0279935554124435,0.00707675557974952,17110.1081081081,2050.89189189189,58.4449843146299,,,,,
2014-05-01,"Global","observed",65258.72,7310.9,49.62,3748,0.000760358155967509,"PP.global",0.0308229369710333,0.0129729729729731,17411.6115261473,1950.613660619,57.432937697828,,,,,
2014-06-01,"Global","business_projection",67776.74,,169.94,,,"Proyec.Global",,,,,,1281.81,,,,
2014-06-01,"Global","observed",67776.74,7286.7,147.22,3771,0.00217213161919561,"PP.global",0.0385851883089341,0.00613660618996792,17973.1477061787,1932.29912490056,55.6385568264275,,,,,
2014-07-01,"Global","business_projection",69850.17,3888.76212995235,0.155324588811721,,2.22368233050429e-06,"Proyec.Global",,,,,,1177.6,2711.16212995235,0.0400013652169218,0.000913996638882671,0.0869565217391304
2014-07-01,"Global","observed",69850.17,8175.8,122.92,3827,0.00175976665482704,"PP.global",0.0305920585734869,0.0148501723680721,18251.9388555004,2136.34700810034,54.7886998700218,,,,,
2014-08-01,"Global","business_projection",71027.77,10312.7557866714,-9.16755954533914e-05,,-1.29070074216594e-09,"Proyec.Global",,,,,,7761.13,2551.62578667141,0.0365299867798663,-0.000590219463349214,0.111111111111111
2014-09-01,"Global","business_projection",78788.9,13950.7323357914,2.27128069419604e-07,,2.88274197786241e-12,"Proyec.Global",,,,,,10927.3492307692,3023.3831050222,0.0425662118495653,-0.0024775194346578,0.153846153846154
2014-10-01,"Global","business_projection",89716.2492307692,12718.2031664688,3.97817085419099e-10,,4.43416982798544e-15,"Proyec.Global",,,,,,6851.20869565217,5866.99447081662,0.0744647338751603,0.0017515100024214,0.0869565217391304
2014-11-01,"Global","business_projection",96567.4579264214,16732.5603296342,-8.14438508895667e-13,,-8.43388162414113e-18,"Proyec.Global",,,,,,9968.47213675214,6764.0881928821,0.075394237397101,-0.00204726880455036,0.111111111111111
2014-12-01,"Global","business_projection",106535.930063174,18967.5385088194,-4.99491028962172e-17,,-4.68847485224923e-22,"Proyec.Global",,,,,,14856.5319886802,4111.00652013922,0.0425713445130922,6.13294955366801e-05,0.153846153846154
2015-01-01,"Global","business_projection",121392.462051854,12334.196058044,4.62158825466907e-21,,3.80714599288292e-26,"Proyec.Global",,,,,,9263.99391853682,3070.20213950717,0.0288184665744844,-9.25259511521492e-05,0.0869565217391304
2015-02-01,"Global","business_projection",130656.455970391,15466.4288970596,2.129076714617e-23,,1.62952278079508e-28,"Proyec.Global",,,,,,13488.0513390949,1978.37755796469,0.0162973674355464,0.00460680743782411,0.111111111111111
2015-03-01,"Global","business_projection",144144.507309485,22179.1830086688,5.603365336656e-26,,3.88732490834722e-31,"Proyec.Global",,,,,,20100.9932262139,2078.18978245492,0.015905756566104,0.00263182876323176,0.153846153846154
2015-04-01,"Global","business_projection",164245.500535699,17210.4854461038,1.76383768866133e-28,,1.07390320155404e-33,"Proyec.Global",,,,,,12534.3049834335,4676.18046267025,0.0324409202261884,0.00314781846745327,0.0869565217391304
2015-05-01,"Global","business_projection",176779.805519133,21957.9769496473,8.07493345534208e-31,,4.56779179704897e-36,"Proyec.Global",,,,,,18249.5000595222,3708.47689012514,0.0225788644317784,0.00457804791634234,0.111111111111111
2015-06-01,"Global","business_projection",195029.305578655,32182.3274667209,4.47778438828654e-33,,2.29595463871488e-38,"Proyec.Global",,,,,,27196.8931567897,4985.43430993124,0.0282013790845113,0.00554528952226127,0.153846153846154
2015-07-01,"Global","business_projection",222226.198735445,20746.653597841,4.45943952713276e-35,,2.00671187848631e-40,"Proyec.Global",,,,,,16959.0700503178,3787.5835475232,0.0194205867486703,0.00995903138792977,0.0869565217391304
2015-08-01,"Global","business_projection",239185.268785763,32809.7199614396,-2.63204800454257e-38,,-1.1004222868341e-43,"Proyec.Global",,,,,,24691.7998594939,8117.92010194574,0.0365299867798663,-0.000590219463349214,0.111111111111111
2015-09-01,"Global","business_projection",263877.068645256,46978.944481778,6.52095008420651e-41,,2.47120756558538e-46,"Proyec.Global",,,,,,36797.7336593481,10181.21082243,0.0425662118495653,-0.0024775194346578,0.153846153846154
2015-10-01,"Global","business_projection",300674.802304604,42595.3677485357,1.14215092977784e-43,,3.79862536209722e-49,"Proyec.Global",,,,,,22945.8320561092,19649.5356924264,0.0744647338751603,0.0017515100024214,0.0869565217391304
2015-11-01,"Global","business_projection",323620.634360714,56077.4587914581,-2.33828996862236e-46,,-7.22540444073184e-52,"Proyec.Global",,,,,,33408.3113671783,22669.1474242798,0.075394237397101,-0.00204726880455036,0.111111111111111
2015-12-01,"Global","business_projection",357028.945727892,63564.7554185636,-1.43406144194089e-50,,-4.01665315683914e-56,"Proyec.Global",,,,,,49787.7899016482,13776.9655169154,0.0425713445130922,6.13294955366801e-05,0.153846153846154
2016-01-01,"Global","business_projection",406816.73562954,41335.0220192689,1.32687898926203e-54,,3.26161357941363e-60,"Proyec.Global",,,,,,31045.9952806862,10289.0267385827,0.0288184665744844,-9.25259511521492e-05,0.0869565217391304
2016-02-01,"Global","business_projection",437862.730910227,51831.9013338776,6.11267599682487e-57,,1.3960256412136e-62,"Proyec.Global",,,,,,45201.8595143934,6630.04181948417,0.0162973674355464,0.00460680743782411,0.111111111111111
2016-03-01,"Global","business_projection",483064.59042462,74328.0350703393,1.60875165087601e-59,,3.33030340613849e-65,"Proyec.Global",,,,,,67363.4970631117,6964.53800722758,0.015905756566104,0.00263182876323176,0.153846153846154
2016-04-01,"Global","business_projection",550428.087487732,57676.676400724,5.06405815617343e-62,,9.2002175602754e-68,"Proyec.Global",,,,,,42005.6165586626,15671.0598420615,0.0324409202261884,0.00314781846745327,0.0869565217391304
2016-05-01,"Global","business_projection",592433.704046394,73586.7175543543,2.31835008901062e-64,,3.91326501712514e-70,"Proyec.Global",,,,,,61158.6763875258,12428.0411668285,0.0225788644317784,0.00457804791634234,0.111111111111111
2016-06-01,"Global","business_projection",653592.38043392,107851.094246622,1.28559224575241e-66,,1.96696333102736e-72,"Proyec.Global",,,,,,91143.6467763683,16707.4474702535,0.0282013790845113,0.00554528952226127,0.153846153846154
2016-07-01,"Global","business_projection",744736.027210288,69527.267560219,1.28032535275273e-68,,1.7191666657362e-74,"Proyec.Global",,,,,,56834.1200377321,12693.1475224869,0.0194205867486703,0.00995903138792977,0.0869565217391304
2016-08-01,"Global","business_projection",801570.14724802,109953.644696292,-7.55672942614112e-72,,-9.42740875778016e-78,"Proyec.Global",,,,,,82748.4474678098,27205.197228482,0.0365299867798663,-0.000590219463349214,0.111111111111111
2016-09-01,"Global","business_projection",884318.59471583,157438.28889205,1.87219440157151e-74,,2.11710396316288e-80,"Proyec.Global",,,,,,123318.484192003,34119.8047000465,0.0425662118495653,-0.0024775194346578,0.153846153846154
2016-10-01,"Global","business_projection",1007637.07890783,142747.817922094,3.27916722082986e-77,,3.25431376977921e-83,"Proyec.Global",,,,,,76897.2691057243,65850.54881637,0.0744647338751603,0.0017515100024214,0.0869565217391304
2016-11-01,"Global","business_projection",1084534.34801356,187929.704571502,-6.71333675610907e-80,,-6.19006375261906e-86,"Proyec.Global",,,,,,111959.675434204,75970.0291372986,0.075394237397101,-0.00204726880455036,0.111111111111111
2016-12-01,"Global","business_projection",1196494.02344776,213021.523521499,-4.11725556620022e-84,,-3.44109998505143e-90,"Proyec.Global",,,,,,166851.438155932,46170.085365567,0.0425713445130922,6.13294955366801e-05,0.153846153846154
