"forecast_key","date_key","branch_key","model_key","model","forecast_kbob","lo80_kbob","hi80_kbob","lo95_kbob","hi95_kbob","rmse","mae","mape","selected_model"
"20141001|BR_CEJA|MD_ETS","20141001","BR_CEJA","MD_ETS","ETS","42546.796842996","41077.3990033622","44016.1946826298","40299.5467735699","44794.0469124221","1748.59007050658","1643.70840966476","4.60780209953756","True"
"20141101|BR_CEJA|MD_ETS","20141101","BR_CEJA","MD_ETS","ETS","43859.3425732846","42021.9269606526","45696.7581859167","41049.257889833","46669.4272567363","1748.59007050658","1643.70840966476","4.60780209953756","True"
"20141201|BR_CEJA|MD_ETS","20141201","BR_CEJA","MD_ETS","ETS","45171.8883035733","42958.5821936301","47385.1944135164","41786.9287132757","48556.8478938708","1748.59007050658","1643.70840966476","4.60780209953756","True"
"20150101|BR_CEJA|MD_ETS","20150101","BR_CEJA","MD_ETS","ETS","46484.4340338619","43884.1987619569","49084.6693057669","42507.7173559818","50461.150711742","1748.59007050658","1643.70840966476","4.60780209953756","True"
"20150201|BR_CEJA|MD_ETS","20150201","BR_CEJA","MD_ETS","ETS","47796.9797641505","44797.3456560932","50796.6138722078","43209.4352777202","52384.5242505808","1748.59007050658","1643.70840966476","4.60780209953756","True"
"20150301|BR_CEJA|MD_ETS","20150301","BR_CEJA","MD_ETS","ETS","49109.5254944391","45697.3886382987","52521.6623505796","43891.1124955716","54327.9384933067","1748.59007050658","1643.70840966476","4.60780209953756","True"
"20150401|BR_CEJA|MD_ETS","20150401","BR_CEJA","MD_ETS","ETS","50422.0712247278","46584.0961143958","54260.0463350597","44552.3948168065","56291.7476326491","1748.59007050658","1643.70840966476","4.60780209953756","True"
"20150501|BR_CEJA|MD_ETS","20150501","BR_CEJA","MD_ETS","ETS","51734.6169550164","47457.4520178714","56011.7818921614","45193.2576698133","58275.9762402195","1748.59007050658","1643.70840966476","4.60780209953756","True"
"20150601|BR_CEJA|MD_ETS","20150601","BR_CEJA","MD_ETS","ETS","53047.162685305","48317.5592314294","57776.7661391806","45813.8584001098","60280.4669705003","1748.59007050658","1643.70840966476","4.60780209953756","True"
"20150701|BR_CEJA|MD_ETS","20150701","BR_CEJA","MD_ETS","ETS","54359.7084155937","49164.5866854057","59554.8301457816","46414.4553643496","62304.9614668377","1748.59007050658","1643.70840966476","4.60780209953756","True"
