"clients_monthly_key","date_key","branch_key","observation_type","clients","clients_growth_mom","avg_balance_bob","disbursement_per_client_bob","clients_per_million_bob"
"20130301|BR_GLOBAL|observed","20130301","BR_GLOBAL","observed","2320","0.0979649787032655","14640.3879310345","2297.02586206897","68.3042010027763"
"20130401|BR_GLOBAL|observed","20130401","BR_GLOBAL","observed","2536","0.0931034482758621","14919.7121451104","2692.94164037855","67.0254218227479"
"20130501|BR_GLOBAL|observed","20130501","BR_GLOBAL","observed","2712","0.0694006309148265","14838.0789085546","1915.63421828909","67.3941691618496"
"20130601|BR_GLOBAL|observed","20130601","BR_GLOBAL","observed","2837","0.0460914454277286","14636.1226647867","1570.95523440254","68.3241062474773"
"20130701|BR_GLOBAL|observed","20130701","BR_GLOBAL","observed","2983","0.0514628128304546","14746.3895407308","2000.93865236339","67.8132092766106"
"20130801|BR_GLOBAL|observed","20130801","BR_GLOBAL","observed","3087","0.0348642306402951","14727.032717849","1761.4123744736","67.9023411680215"
"20130901|BR_GLOBAL|observed","20130901","BR_GLOBAL","observed","3204","0.0379008746355685","14871.9257178527","1945.36516853933","67.2407877077796"
"20131001|BR_GLOBAL|observed","20131001","BR_GLOBAL","observed","3334","0.0405742821473158","15412.7294541092","2459.68806238752","64.8814347242948"
"20131101|BR_GLOBAL|observed","20131101","BR_GLOBAL","observed","3417","0.0248950209958008","15977.3485513608","2293.70793093357","62.5886076644943"
"20131201|BR_GLOBAL|observed","20131201","BR_GLOBAL","observed","3483","0.0193151887620719","16410.4105656044","2072.32271030721","60.93692756816"
"20140101|BR_GLOBAL|observed","20140101","BR_GLOBAL","observed","3557","0.0212460522538043","16569.7835254428","1943.80095586168","60.3508186129594"
"20140201|BR_GLOBAL|observed","20140201","BR_GLOBAL","observed","3636","0.0222097272982851","16614.4306930693","1860.12101210121","60.1886407348973"
"20140301|BR_GLOBAL|observed","20140301","BR_GLOBAL","observed","3674","0.0104510451045106","16761.9651605879","1698.66630375612","59.6588759384419"
"20140401|BR_GLOBAL|observed","20140401","BR_GLOBAL","observed","3700","0.00707675557974952","17110.1081081081","2050.89189189189","58.4449843146299"
"20140501|BR_GLOBAL|observed","20140501","BR_GLOBAL","observed","3748","0.0129729729729731","17411.6115261473","1950.613660619","57.432937697828"
"20140601|BR_GLOBAL|observed","20140601","BR_GLOBAL","observed","3771","0.00613660618996792","17973.1477061787","1932.29912490056","55.6385568264275"
"20140701|BR_GLOBAL|observed","20140701","BR_GLOBAL","observed","3827","0.0148501723680721","18251.9388555004","2136.34700810034","54.7886998700218"
