"delinquency_monthly_key","date_key","branch_key","observation_type","overdue_kbob","mora_rate","risk_penalty"
"20140301|BR_CEJA|observed","20140301","BR_CEJA","observed","-46.17","-0.00138431896723868","1"
"20140401|BR_CEJA|observed","20140401","BR_CEJA","observed","-70.74","-0.00207082914839859","1"
"20140501|BR_CEJA|observed","20140501","BR_CEJA","observed","-86.83","-0.00244912764459528","1"
"20140601|BR_CEJA|observed","20140601","BR_CEJA","observed","-22.72","-0.000611889124182521","1"
"20140701|BR_CEJA|observed","20140701","BR_CEJA","observed","-188.21","-0.00487474740463278","1"
"20120301|BR_GLOBAL|observed","20120301","BR_GLOBAL","observed","0","0","1"
"20120401|BR_GLOBAL|observed","20120401","BR_GLOBAL","observed","0","0","1"
"20120501|BR_GLOBAL|observed","20120501","BR_GLOBAL","observed","0","0","1"
"20120601|BR_GLOBAL|observed","20120601","BR_GLOBAL","observed","0","0","1"
"20120701|BR_GLOBAL|observed","20120701","BR_GLOBAL","observed","0","0","1"
"20120801|BR_GLOBAL|observed","20120801","BR_GLOBAL","observed","0","0","1"
"20120901|BR_GLOBAL|observed","20120901","BR_GLOBAL","observed","0","0","1"
"20121001|BR_GLOBAL|observed","20121001","BR_GLOBAL","observed","5.55","0.000298155945766777","0.985092202711661"
"20121101|BR_GLOBAL|observed","20121101","BR_GLOBAL","observed","-5.55","-0.000250115481246972","1"
"20121201|BR_GLOBAL|observed","20121201","BR_GLOBAL","observed","10.37","0.000405405458235223","0.979729727088239"
"20130101|BR_GLOBAL|observed","20130101","BR_GLOBAL","observed","3.62","0.000126538119783361","0.993673094010832"
"20130201|BR_GLOBAL|observed","20130201","BR_GLOBAL","observed","44.98","0.00144700807435653","0.927649596282174"
"20130301|BR_GLOBAL|observed","20130301","BR_GLOBAL","observed","41.04","0.00120827776256635","0.939586111871682"
"20130401|BR_GLOBAL|observed","20130401","BR_GLOBAL","observed","74.09","0.00195816778503446","0.902091610748277"
"20130501|BR_GLOBAL|observed","20130501","BR_GLOBAL","observed","100.4","0.00249497587900063","0.875251206049969"
"20130601|BR_GLOBAL|observed","20130601","BR_GLOBAL","observed","18.63","0.000448670461540536","0.977566476922973"
"20130701|BR_GLOBAL|observed","20130701","BR_GLOBAL","observed","56.84","0.00129215649188151","0.935392175405924"
"20130801|BR_GLOBAL|observed","20130801","BR_GLOBAL","observed","-28.71","-0.000631511569463523","1"
"20130901|BR_GLOBAL|observed","20130901","BR_GLOBAL","observed","-46.32","-0.000972095282966402","1"
"20131001|BR_GLOBAL|observed","20131001","BR_GLOBAL","observed","67.03","0.00130443988289426","0.934778005855287"
"20131101|BR_GLOBAL|observed","20131101","BR_GLOBAL","observed","-33.93","-0.000621490037476234","1"
"20131201|BR_GLOBAL|observed","20131201","BR_GLOBAL","observed","19.66","0.000343962100485221","0.982801894975739"
"20140101|BR_GLOBAL|observed","20140101","BR_GLOBAL","observed","38.45","0.000652372498079361","0.967381375096032"
"20140201|BR_GLOBAL|observed","20140201","BR_GLOBAL","observed","130.98","0.00216818156310695","0.891590921844653"
"20140301|BR_GLOBAL|observed","20140301","BR_GLOBAL","observed","28.13","0.00045677849214708","0.977161075392646"
"20140401|BR_GLOBAL|observed","20140401","BR_GLOBAL","observed","21.01","0.000331872735256858","0.983406363237157"
"20140501|BR_GLOBAL|observed","20140501","BR_GLOBAL","observed","49.62","0.000760358155967509","0.961982092201625"
"20140601|BR_GLOBAL|observed","20140601","BR_GLOBAL","observed","147.22","0.00217213161919561","0.891393419040219"
"20140701|BR_GLOBAL|observed","20140701","BR_GLOBAL","observed","122.92","0.00175976665482704","0.912011667258648"
